date,dailyCases,newDeaths28DaysByDeathDate,dailyFirstDoseByVaccinationDate,dailySecondDoseByVaccinationDate,dailyThirdInjectionByVaccinationDate,VaccineRegisterPopulationByVaccinationDate,newVirusTestsBySpecimenDate,newPCRTestsBySpecimenDate
2022-01-05,710.0,1.0,73.0,88.0,340.0,134974.0,5950,1889
2022-01-04,898.0,1.0,29.0,47.0,400.0,134974.0,5308,2103
2022-01-03,690.0,1.0,49.0,53.0,442.0,134974.0,4383,1620
2022-01-02,554.0,0.0,6.0,9.0,49.0,134974.0,4095,2039
2022-01-01,330.0,0.0,1.0,2.0,17.0,134974.0,3037,1130
2021-12-31,505.0,0.0,18.0,24.0,156.0,134974.0,4235,1506
2021-12-30,653.0,2.0,55.0,54.0,888.0,134974.0,3552,1161
2021-12-29,718.0,0.0,110.0,83.0,864.0,134974.0,4171,1543
2021-12-28,589.0,0.0,23.0,25.0,244.0,134974.0,3434,1426
2021-12-27,430.0,0.0,14.0,10.0,123.0,134974.0,3108,1195
2021-12-26,292.0,0.0,0.0,0.0,2.0,134974.0,3164,1393
2021-12-25,146.0,0.0,0.0,0.0,0.0,134974.0,2566,1010
2021-12-24,276.0,0.0,7.0,11.0,56.0,134974.0,3599,1583
2021-12-23,301.0,1.0,46.0,57.0,841.0,134974.0,3134,1254
2021-12-22,293.0,0.0,45.0,85.0,836.0,134974.0,3154,972
2021-12-21,222.0,0.0,47.0,103.0,2222.0,134974.0,2970,1257
2021-12-20,160.0,0.0,58.0,105.0,1582.0,134974.0,3070,934
2021-12-19,96.0,0.0,95.0,55.0,682.0,134974.0,3001,1182
2021-12-18,76.0,0.0,64.0,119.0,1940.0,134974.0,2698,1006
2021-12-17,82.0,0.0,67.0,120.0,1875.0,134974.0,3753,1656
2021-12-16,105.0,0.0,64.0,117.0,1390.0,134974.0,3243,1364
2021-12-15,112.0,1.0,53.0,67.0,1417.0,134974.0,3223,1294
2021-12-14,79.0,0.0,57.0,130.0,1857.0,134974.0,2717,1280
2021-12-13,86.0,0.0,41.0,53.0,1110.0,134974.0,3153,1341
2021-12-12,40.0,1.0,95.0,54.0,542.0,134974.0,2444,1082
2021-12-11,68.0,1.0,32.0,57.0,709.0,134974.0,1942,992
2021-12-10,60.0,0.0,35.0,51.0,691.0,134974.0,2464,1238
2021-12-09,63.0,0.0,34.0,74.0,753.0,134974.0,2860,1441
2021-12-08,63.0,1.0,30.0,76.0,795.0,134974.0,2661,1290
2021-12-07,71.0,0.0,26.0,42.0,465.0,134974.0,2582,1425
2021-12-06,83.0,1.0,38.0,78.0,745.0,134974.0,2788,1244
2021-12-05,47.0,0.0,64.0,52.0,635.0,134974.0,2418,1181
2021-12-04,56.0,0.0,31.0,62.0,871.0,134974.0,1961,1138
2021-12-03,69.0,0.0,57.0,44.0,639.0,134974.0,2824,1740
2021-12-02,89.0,1.0,32.0,72.0,1099.0,134974.0,2904,1631
2021-12-01,86.0,1.0,43.0,81.0,926.0,134974.0,2370,1090
2021-11-30,102.0,0.0,24.0,42.0,948.0,134974.0,2510,1303
2021-11-29,82.0,0.0,20.0,41.0,730.0,134974.0,2808,1222
2021-11-28,84.0,1.0,47.0,47.0,419.0,134974.0,2297,1109
2021-11-27,88.0,0.0,48.0,56.0,1216.0,134974.0,1872,1158
2021-11-26,68.0,0.0,44.0,36.0,978.0,134974.0,2230,1233
2021-11-25,81.0,1.0,17.0,46.0,722.0,134974.0,2384,1233
2021-11-24,81.0,0.0,27.0,36.0,781.0,134974.0,3252,1890
2021-11-23,111.0,0.0,30.0,35.0,1620.0,134974.0,2372,1221
2021-11-22,106.0,0.0,5.0,22.0,506.0,134974.0,2419,1007
2021-11-21,81.0,1.0,25.0,30.0,460.0,134974.0,2047,989
2021-11-20,79.0,3.0,58.0,51.0,954.0,134974.0,1908,1231
2021-11-19,75.0,0.0,37.0,32.0,871.0,134974.0,1959,966
2021-11-18,97.0,1.0,16.0,38.0,872.0,134974.0,2497,1320
2021-11-17,92.0,0.0,349.0,32.0,781.0,134974.0,2604,1393
2021-11-16,99.0,2.0,22.0,38.0,1000.0,134974.0,2257,1192
2021-11-15,90.0,1.0,155.0,22.0,636.0,134974.0,2579,1170
2021-11-14,47.0,1.0,43.0,30.0,307.0,134974.0,1753,701
2021-11-13,51.0,3.0,46.0,49.0,818.0,134974.0,1733,1165
2021-11-12,72.0,1.0,99.0,42.0,878.0,134974.0,2203,1249
2021-11-11,74.0,1.0,192.0,40.0,1004.0,134974.0,2349,1241
2021-11-10,82.0,1.0,24.0,54.0,809.0,134974.0,2445,1274
2021-11-09,74.0,0.0,250.0,31.0,1121.0,134974.0,2587,1522
2021-11-08,96.0,0.0,12.0,22.0,401.0,134974.0,2486,1126
2021-11-07,68.0,1.0,40.0,27.0,243.0,134974.0,1906,718
2021-11-06,55.0,2.0,57.0,32.0,802.0,134974.0,1595,952
2021-11-05,48.0,0.0,164.0,58.0,1266.0,134974.0,2468,1484
2021-11-04,75.0,2.0,23.0,31.0,1114.0,134974.0,2291,1169
2021-11-03,69.0,0.0,170.0,29.0,546.0,134974.0,2431,1205
2021-11-02,80.0,2.0,37.0,37.0,1667.0,134974.0,2423,1332
2021-11-01,91.0,2.0,20.0,26.0,591.0,134974.0,2528,1242
2021-10-31,52.0,0.0,23.0,22.0,194.0,134974.0,2150,1059
2021-10-30,63.0,0.0,111.0,75.0,760.0,134974.0,1506,841
2021-10-29,76.0,0.0,78.0,36.0,941.0,134974.0,2260,1312
2021-10-28,77.0,1.0,37.0,19.0,595.0,134974.0,2566,1524
2021-10-27,117.0,0.0,35.0,32.0,439.0,134974.0,2515,1463
2021-10-26,85.0,2.0,67.0,25.0,1030.0,134974.0,2318,1337
2021-10-25,104.0,0.0,6.0,14.0,415.0,134974.0,2443,1202
2021-10-24,58.0,1.0,19.0,41.0,208.0,134974.0,1830,953
2021-10-23,62.0,1.0,30.0,58.0,741.0,134974.0,1769,1140
2021-10-22,64.0,0.0,34.0,44.0,908.0,134974.0,2165,1174
2021-10-21,87.0,0.0,45.0,21.0,499.0,134974.0,2675,1598
2021-10-20,105.0,1.0,264.0,14.0,316.0,134974.0,2671,1478
2021-10-19,113.0,0.0,94.0,33.0,859.0,134974.0,2732,1648
2021-10-18,124.0,0.0,47.0,20.0,229.0,134974.0,2537,1208
2021-10-17,74.0,0.0,11.0,33.0,90.0,134974.0,2083,984
2021-10-16,72.0,0.0,34.0,88.0,947.0,134974.0,1809,1182
2021-10-15,89.0,0.0,17.0,33.0,744.0,134974.0,2402,1399
2021-10-14,120.0,0.0,75.0,36.0,544.0,134974.0,2726,1431
2021-10-13,141.0,1.0,29.0,56.0,352.0,134974.0,2910,1707
2021-10-12,118.0,0.0,275.0,19.0,770.0,134974.0,2497,1419
2021-10-11,117.0,0.0,30.0,21.0,266.0,134974.0,3099,1593
2021-10-10,93.0,0.0,15.0,25.0,64.0,134974.0,2219,1017
2021-10-09,85.0,0.0,25.0,50.0,969.0,134974.0,1680,1015
2021-10-08,81.0,1.0,64.0,74.0,659.0,134974.0,2758,1774
2021-10-07,106.0,1.0,58.0,60.0,453.0,134974.0,2339,1120
2021-10-06,90.0,0.0,38.0,40.0,265.0,134974.0,2649,1403
2021-10-05,90.0,0.0,142.0,56.0,571.0,134974.0,2375,1295
2021-10-04,120.0,1.0,22.0,35.0,422.0,134974.0,3024,1478
2021-10-03,80.0,0.0,9.0,14.0,40.0,134974.0,2310,1021
2021-10-02,67.0,0.0,48.0,92.0,351.0,134974.0,1663,950
2021-10-01,63.0,2.0,18.0,45.0,420.0,134974.0,2496,1449
2021-09-30,76.0,0.0,6.0,39.0,279.0,134974.0,2821,1538
2021-09-29,69.0,0.0,30.0,57.0,395.0,134974.0,2661,1345
2021-09-28,81.0,0.0,16.0,34.0,418.0,134974.0,2708,1545
2021-09-27,75.0,0.0,16.0,33.0,352.0,134974.0,2849,1196
2021-09-26,54.0,0.0,19.0,33.0,32.0,134974.0,2244,974
2021-09-25,78.0,2.0,34.0,96.0,261.0,134974.0,2013,1260
2021-09-24,49.0,0.0,43.0,110.0,228.0,134974.0,2778,1671
2021-09-23,81.0,4.0,18.0,42.0,68.0,134974.0,3026,1602
2021-09-22,104.0,1.0,41.0,64.0,4.0,134974.0,2858,1473
2021-09-21,112.0,0.0,22.0,51.0,2.0,134974.0,2470,1186
2021-09-20,109.0,1.0,38.0,88.0,2.0,134974.0,3125,1423
2021-09-19,66.0,0.0,25.0,45.0,2.0,134974.0,3102,1586
2021-09-18,69.0,0.0,63.0,118.0,18.0,134974.0,1797,1080
2021-09-17,73.0,2.0,37.0,103.0,1.0,134974.0,2492,1287
2021-09-16,98.0,1.0,32.0,93.0,1.0,134974.0,2991,1512
2021-09-15,88.0,1.0,62.0,141.0,0.0,134974.0,2782,1190
2021-09-14,106.0,1.0,24.0,117.0,0.0,134974.0,2716,1392
2021-09-13,137.0,1.0,16.0,106.0,0.0,134974.0,3159,1385
2021-09-12,77.0,1.0,8.0,35.0,0.0,134974.0,2992,1606
2021-09-11,80.0,0.0,37.0,153.0,0.0,134974.0,1939,1080
2021-09-10,131.0,0.0,52.0,191.0,0.0,134974.0,3460,1808
2021-09-09,119.0,0.0,52.0,170.0,0.0,134974.0,2540,971
2021-09-08,113.0,0.0,68.0,180.0,0.0,134974.0,2876,1067
2021-09-07,144.0,0.0,31.0,146.0,0.0,134974.0,3790,1240
2021-09-06,150.0,0.0,111.0,149.0,0.0,134974.0,5269,1568
2021-09-05,85.0,1.0,33.0,45.0,0.0,134974.0,2207,910
2021-09-04,102.0,0.0,67.0,189.0,0.0,134974.0,1920,1109
2021-09-03,125.0,0.0,60.0,180.0,0.0,134974.0,4282,1418
2021-09-02,161.0,0.0,27.0,160.0,1.0,134974.0,4190,1197
2021-09-01,100.0,0.0,76.0,194.0,0.0,134974.0,3162,1656
2021-08-31,118.0,0.0,56.0,200.0,0.0,134974.0,3038,1400
2021-08-30,86.0,0.0,12.0,44.0,0.0,134974.0,2098,898
2021-08-29,64.0,0.0,30.0,41.0,0.0,134974.0,1766,879
2021-08-28,78.0,0.0,70.0,214.0,0.0,134974.0,1615,785
2021-08-27,88.0,0.0,68.0,200.0,0.0,134974.0,2697,1339
2021-08-26,105.0,0.0,87.0,217.0,0.0,134974.0,3042,1572
