date,dailyCases,newDeaths28DaysByDeathDate,dailyFirstDoseByVaccinationDate,dailySecondDoseByVaccinationDate,dailyThirdInjectionByVaccinationDate,VaccineRegisterPopulationByVaccinationDate,newVirusTestsBySpecimenDate,newPCRTestsBySpecimenDate
2022-07-23,18.0,0.0,12.0,12.0,20.0,142227.0,368,178
2022-07-22,29.0,0.0,3.0,14.0,18.0,142227.0,643,323
2022-07-21,30.0,1.0,6.0,28.0,13.0,142227.0,532,178
2022-07-20,41.0,0.0,6.0,13.0,16.0,142227.0,517,186
2022-07-19,48.0,1.0,2.0,8.0,6.0,142227.0,626,286
2022-07-18,49.0,0.0,1.0,10.0,20.0,142227.0,685,169
2022-07-17,42.0,1.0,2.0,10.0,7.0,142227.0,497,221
2022-07-16,28.0,0.0,12.0,28.0,41.0,142227.0,337,107
2022-07-15,38.0,1.0,8.0,13.0,17.0,142227.0,722,281
2022-07-14,41.0,2.0,5.0,16.0,20.0,142227.0,712,300
2022-07-13,44.0,0.0,8.0,20.0,22.0,142227.0,619,236
2022-07-12,84.0,0.0,2.0,10.0,28.0,142227.0,673,243
2022-07-11,60.0,0.0,3.0,19.0,17.0,142227.0,825,266
2022-07-10,42.0,0.0,3.0,15.0,10.0,142227.0,550,261
2022-07-09,33.0,0.0,3.0,22.0,12.0,142227.0,521,269
2022-07-08,29.0,0.0,3.0,26.0,25.0,142227.0,559,214
2022-07-07,52.0,0.0,5.0,10.0,16.0,142227.0,819,402
2022-07-06,44.0,0.0,1.0,20.0,12.0,142227.0,684,263
2022-07-05,62.0,0.0,9.0,12.0,23.0,142227.0,653,246
2022-07-04,69.0,0.0,0.0,14.0,16.0,142227.0,848,215
2022-07-03,45.0,0.0,2.0,22.0,8.0,142227.0,473,180
2022-07-02,40.0,0.0,8.0,52.0,28.0,142227.0,421,171
2022-07-01,34.0,0.0,12.0,30.0,31.0,142227.0,531,221
2022-06-30,34.0,0.0,4.0,21.0,7.0,142227.0,638,205
2022-06-29,48.0,0.0,7.0,9.0,25.0,142227.0,504,185
2022-06-28,42.0,0.0,5.0,15.0,26.0,142227.0,582,221
2022-06-27,28.0,0.0,4.0,24.0,21.0,142227.0,769,257
2022-06-26,35.0,0.0,2.0,13.0,15.0,142227.0,429,178
2022-06-25,36.0,0.0,1.0,31.0,36.0,142227.0,387,173
2022-06-24,35.0,0.0,4.0,18.0,36.0,142227.0,529,215
2022-06-23,24.0,0.0,0.0,13.0,9.0,142227.0,589,233
2022-06-22,39.0,0.0,2.0,17.0,13.0,142227.0,570,202
2022-06-21,37.0,0.0,7.0,12.0,15.0,142227.0,605,266
2022-06-20,25.0,0.0,1.0,14.0,17.0,142227.0,702,222
2022-06-19,32.0,0.0,0.0,7.0,23.0,142227.0,431,206
2022-06-18,13.0,0.0,9.0,22.0,40.0,142227.0,398,204
2022-06-17,20.0,0.0,5.0,12.0,19.0,142227.0,481,217
2022-06-16,25.0,0.0,8.0,17.0,27.0,142227.0,524,172
2022-06-15,18.0,0.0,4.0,13.0,21.0,142227.0,481,168
2022-06-14,17.0,0.0,3.0,24.0,23.0,142227.0,508,185
2022-06-13,14.0,1.0,7.0,18.0,31.0,142227.0,682,213
2022-06-12,21.0,0.0,6.0,21.0,19.0,142227.0,376,179
2022-06-11,10.0,0.0,6.0,39.0,37.0,142227.0,384,183
2022-06-10,21.0,0.0,4.0,20.0,33.0,142227.0,456,169
2022-06-09,17.0,0.0,10.0,18.0,17.0,142227.0,564,199
2022-06-08,18.0,0.0,13.0,9.0,20.0,142227.0,479,208
2022-06-07,8.0,0.0,5.0,15.0,17.0,142227.0,517,242
2022-06-06,18.0,0.0,6.0,21.0,33.0,142227.0,729,270
2022-06-05,14.0,0.0,1.0,16.0,15.0,142227.0,363,171
2022-06-04,10.0,0.0,17.0,28.0,17.0,142227.0,305,121
2022-06-03,10.0,0.0,1.0,1.0,0.0,142227.0,363,196
2022-06-02,9.0,0.0,1.0,2.0,3.0,142227.0,369,149
2022-06-01,14.0,0.0,13.0,30.0,21.0,142227.0,457,198
2022-05-31,11.0,0.0,7.0,25.0,21.0,142227.0,470,197
2022-05-30,6.0,0.0,6.0,25.0,27.0,142227.0,590,196
2022-05-29,8.0,0.0,4.0,27.0,22.0,142227.0,379,171
2022-05-28,4.0,0.0,10.0,58.0,43.0,142227.0,347,163
2022-05-27,6.0,0.0,6.0,27.0,35.0,142227.0,564,246
2022-05-26,10.0,0.0,0.0,18.0,19.0,142227.0,509,155
2022-05-25,10.0,0.0,6.0,13.0,26.0,142227.0,574,241
2022-05-24,10.0,0.0,7.0,20.0,36.0,142227.0,523,225
2022-05-23,9.0,0.0,16.0,23.0,39.0,142227.0,732,251
2022-05-22,7.0,0.0,2.0,14.0,23.0,142227.0,403,190
2022-05-21,5.0,0.0,23.0,29.0,54.0,142227.0,362,168
2022-05-20,13.0,0.0,11.0,26.0,30.0,142227.0,529,211
2022-05-19,10.0,0.0,9.0,17.0,21.0,142227.0,491,173
2022-05-18,12.0,0.0,8.0,24.0,31.0,142227.0,541,227
2022-05-17,5.0,0.0,12.0,20.0,37.0,142227.0,539,224
2022-05-16,14.0,0.0,9.0,14.0,22.0,142227.0,723,230
2022-05-15,14.0,0.0,3.0,25.0,14.0,142227.0,385,128
2022-05-14,10.0,0.0,13.0,31.0,38.0,142227.0,326,116
2022-05-13,7.0,0.0,14.0,21.0,28.0,142227.0,525,204
2022-05-12,9.0,1.0,6.0,16.0,30.0,142227.0,730,272
2022-05-11,14.0,1.0,5.0,25.0,30.0,142227.0,590,179
2022-05-10,19.0,2.0,8.0,27.0,36.0,142227.0,589,215
2022-05-09,21.0,0.0,8.0,22.0,46.0,142227.0,742,225
2022-05-08,16.0,0.0,7.0,8.0,21.0,142227.0,392,156
2022-05-07,16.0,0.0,21.0,47.0,51.0,142227.0,476,245
2022-05-06,12.0,0.0,7.0,47.0,43.0,142227.0,570,220
2022-05-05,16.0,0.0,6.0,27.0,25.0,142227.0,622,152
2022-05-04,25.0,1.0,17.0,25.0,30.0,142227.0,657,229
2022-05-03,18.0,0.0,9.0,30.0,45.0,142227.0,631,163
2022-05-02,14.0,1.0,4.0,11.0,12.0,142227.0,457,54
2022-05-01,8.0,0.0,4.0,12.0,8.0,142227.0,446,223
2022-04-30,11.0,0.0,21.0,27.0,38.0,142227.0,368,154
2022-04-29,17.0,0.0,12.0,18.0,44.0,142227.0,679,210
2022-04-28,17.0,0.0,7.0,13.0,25.0,142227.0,691,205
2022-04-27,32.0,0.0,6.0,17.0,32.0,142227.0,717,226
2022-04-26,31.0,0.0,14.0,12.0,33.0,142227.0,727,261
2022-04-25,30.0,1.0,11.0,31.0,43.0,142227.0,858,234
2022-04-24,23.0,1.0,9.0,30.0,26.0,142227.0,541,187
2022-04-23,15.0,1.0,18.0,45.0,61.0,142227.0,524,203
2022-04-22,36.0,0.0,10.0,24.0,45.0,142227.0,764,279
2022-04-21,32.0,0.0,8.0,22.0,31.0,142227.0,795,257
2022-04-20,31.0,0.0,18.0,21.0,25.0,142227.0,707,233
2022-04-19,37.0,1.0,10.0,19.0,38.0,142227.0,934,342
2022-04-18,46.0,1.0,10.0,9.0,17.0,142227.0,706,184
2022-04-17,20.0,0.0,4.0,4.0,7.0,142227.0,476,178
2022-04-16,32.0,1.0,27.0,39.0,24.0,142227.0,604,297
2022-04-15,29.0,0.0,15.0,12.0,18.0,142227.0,544,174
2022-04-14,48.0,1.0,15.0,25.0,24.0,142227.0,946,282
2022-04-13,65.0,2.0,17.0,33.0,32.0,142227.0,937,354
2022-04-12,59.0,0.0,20.0,17.0,35.0,142227.0,839,252
2022-04-11,79.0,0.0,29.0,39.0,44.0,142227.0,1137,270
2022-04-10,34.0,0.0,16.0,18.0,15.0,142227.0,498,59
2022-04-09,43.0,0.0,22.0,27.0,32.0,142227.0,679,254
2022-04-08,43.0,3.0,10.0,29.0,40.0,142227.0,733,144
2022-04-07,62.0,0.0,10.0,15.0,24.0,142227.0,1012,256
2022-04-06,44.0,0.0,10.0,23.0,32.0,142227.0,967,235
2022-04-05,66.0,2.0,9.0,15.0,31.0,142227.0,1123,374
2022-04-04,67.0,1.0,17.0,16.0,19.0,142227.0,1240,320
2022-04-03,62.0,0.0,7.0,14.0,11.0,142227.0,849,234
2022-04-02,46.0,3.0,10.0,43.0,54.0,142227.0,798,289
2022-04-01,52.0,1.0,19.0,41.0,34.0,142227.0,993,265
2022-03-31,79.0,0.0,17.0,40.0,25.0,142227.0,1338,390
2022-03-30,115.0,0.0,11.0,37.0,25.0,142227.0,1463,512
2022-03-29,109.0,1.0,8.0,26.0,28.0,142227.0,1507,502
2022-03-28,124.0,1.0,11.0,30.0,39.0,142227.0,1452,388
2022-03-27,99.0,1.0,8.0,19.0,15.0,142227.0,1219,417
2022-03-26,77.0,0.0,14.0,55.0,30.0,142227.0,954,357
2022-03-25,89.0,0.0,8.0,40.0,42.0,142227.0,1299,434
2022-03-24,96.0,1.0,6.0,21.0,25.0,142227.0,1421,445
2022-03-23,95.0,0.0,17.0,47.0,53.0,142227.0,1429,417
2022-03-22,105.0,0.0,8.0,22.0,34.0,142227.0,1497,489
2022-03-21,133.0,0.0,11.0,27.0,34.0,142227.0,1517,386
2022-03-20,104.0,0.0,14.0,33.0,26.0,142227.0,994,263
2022-03-19,64.0,0.0,15.0,50.0,41.0,142227.0,1037,418
2022-03-18,78.0,0.0,8.0,27.0,35.0,142227.0,1194,340
2022-03-17,100.0,0.0,13.0,36.0,42.0,142227.0,1372,395
2022-03-16,103.0,1.0,9.0,35.0,46.0,142227.0,1381,439
2022-03-15,101.0,0.0,7.0,37.0,30.0,142227.0,1506,490
2022-03-14,97.0,0.0,16.0,36.0,37.0,142227.0,1472,443
2022-03-13,80.0,1.0,8.0,25.0,13.0,142227.0,974,289
2022-03-12,59.0,0.0,31.0,75.0,63.0,142227.0,1046,469
2022-03-11,70.0,1.0,29.0,55.0,59.0,142227.0,1317,513
2022-03-10,57.0,1.0,19.0,37.0,38.0,142227.0,1297,451
2022-03-09,61.0,1.0,27.0,87.0,53.0,142227.0,1425,386
2022-03-08,53.0,0.0,13.0,28.0,30.0,142227.0,1369,446
2022-03-07,61.0,0.0,27.0,74.0,43.0,142227.0,1539,476
2022-03-06,43.0,1.0,13.0,28.0,28.0,142227.0,1007,294
2022-03-05,38.0,0.0,37.0,60.0,63.0,142227.0,889,408
2022-03-04,25.0,0.0,15.0,45.0,45.0,142227.0,1160,401
2022-03-03,43.0,1.0,9.0,95.0,42.0,142227.0,1300,410
2022-03-02,38.0,0.0,9.0,29.0,60.0,142227.0,1380,479
2022-03-01,37.0,0.0,26.0,49.0,37.0,142227.0,1316,440
2022-02-28,39.0,1.0,42.0,126.0,56.0,142227.0,1460,448
2022-02-27,33.0,0.0,5.0,26.0,28.0,142227.0,1029,267
2022-02-26,22.0,1.0,16.0,46.0,54.0,142227.0,838,305
2022-02-25,21.0,0.0,32.0,71.0,86.0,142227.0,1147,392
2022-02-24,22.0,0.0,18.0,36.0,43.0,142227.0,1346,415
2022-02-23,43.0,1.0,18.0,29.0,53.0,142227.0,1371,423
2022-02-22,31.0,0.0,24.0,63.0,29.0,142227.0,1564,610
2022-02-21,39.0,0.0,40.0,204.0,45.0,142227.0,1818,637
2022-02-20,32.0,0.0,11.0,14.0,31.0,142227.0,1288,318
2022-02-19,28.0,1.0,12.0,23.0,47.0,142227.0,1005,402
2022-02-18,34.0,1.0,22.0,49.0,54.0,142227.0,1341,440
2022-02-17,40.0,1.0,18.0,38.0,52.0,142227.0,1492,453
2022-02-16,44.0,0.0,24.0,41.0,53.0,142227.0,1561,526
2022-02-15,36.0,1.0,20.0,32.0,48.0,142227.0,1682,615
2022-02-14,77.0,0.0,24.0,27.0,62.0,142227.0,1761,551
2022-02-13,34.0,2.0,9.0,23.0,30.0,142227.0,1258,342
2022-02-12,24.0,1.0,18.0,61.0,73.0,142227.0,1217,554
2022-02-11,46.0,0.0,26.0,82.0,129.0,142227.0,1662,672
2022-02-10,68.0,1.0,24.0,33.0,53.0,142227.0,2005,744
2022-02-09,66.0,0.0,28.0,65.0,44.0,142227.0,2104,784
2022-02-08,69.0,2.0,27.0,35.0,51.0,142227.0,1919,697
2022-02-07,76.0,0.0,24.0,31.0,46.0,142227.0,2329,696
2022-02-06,57.0,0.0,28.0,34.0,44.0,142227.0,1621,501
2022-02-05,60.0,0.0,38.0,58.0,66.0,142227.0,1423,643
2022-02-04,68.0,1.0,28.0,81.0,94.0,142227.0,2014,867
2022-02-03,97.0,3.0,16.0,39.0,43.0,142227.0,2066,744
2022-02-02,99.0,0.0,54.0,65.0,69.0,142227.0,2262,869
2022-02-01,146.0,2.0,37.0,90.0,63.0,142227.0,2170,827
2022-01-31,155.0,2.0,41.0,71.0,58.0,142227.0,2464,681
2022-01-30,117.0,0.0,24.0,53.0,32.0,142227.0,1865,574
2022-01-29,91.0,4.0,45.0,116.0,96.0,142227.0,1627,717
2022-01-28,117.0,0.0,72.0,81.0,142.0,142227.0,2315,768
2022-01-27,148.0,2.0,36.0,39.0,63.0,142227.0,2398,863
2022-01-26,194.0,2.0,59.0,153.0,82.0,142227.0,2703,860
2022-01-25,202.0,1.0,42.0,92.0,58.0,142227.0,2398,1037
2022-01-24,264.0,0.0,29.0,46.0,80.0,142227.0,3238,864
2022-01-23,179.0,1.0,17.0,73.0,53.0,142227.0,2178,520
2022-01-22,193.0,1.0,34.0,137.0,88.0,142227.0,1895,735
2022-01-21,206.0,1.0,46.0,84.0,159.0,142227.0,2701,986
2022-01-20,232.0,1.0,41.0,67.0,72.0,142227.0,2685,964
2022-01-19,296.0,1.0,51.0,74.0,114.0,142227.0,3363,1222
2022-01-18,335.0,2.0,44.0,59.0,97.0,142227.0,3035,1114
2022-01-17,375.0,0.0,40.0,47.0,106.0,142227.0,3354,863
2022-01-16,312.0,1.0,32.0,46.0,77.0,142227.0,2783,821
2022-01-15,249.0,3.0,59.0,134.0,200.0,142227.0,2204,880
2022-01-14,255.0,0.0,64.0,123.0,292.0,142227.0,3024,1168
2022-01-13,338.0,0.0,45.0,80.0,258.0,142227.0,3270,1123
2022-01-12,339.0,1.0,54.0,76.0,281.0,142227.0,3951,1476
2022-01-11,430.0,3.0,55.0,93.0,241.0,142227.0,3969,1959
2022-01-10,481.0,0.0,36.0,78.0,205.0,142227.0,4593,2002
2022-01-09,341.0,0.0,54.0,83.0,359.0,142227.0,4086,1987
2022-01-08,311.0,0.0,59.0,149.0,437.0,142227.0,3270,1818
2022-01-07,428.0,1.0,75.0,133.0,577.0,142227.0,4081,1942
2022-01-06,616.0,1.0,52.0,52.0,390.0,142227.0,5315,2069
2022-01-05,809.0,1.0,89.0,120.0,391.0,142227.0,4805,1784
2022-01-04,929.0,0.0,41.0,97.0,298.0,142227.0,4409,1483
2022-01-03,838.0,0.0,44.0,43.0,268.0,142227.0,3946,1684
2022-01-02,605.0,0.0,59.0,53.0,318.0,142227.0,3957,1956
2022-01-01,376.0,1.0,34.0,28.0,131.0,142227.0,2360,861
2021-12-31,503.0,0.0,34.0,62.0,540.0,142227.0,3863,1604
2021-12-30,628.0,0.0,76.0,71.0,539.0,142227.0,3266,1268
2021-12-29,673.0,1.0,98.0,112.0,638.0,142227.0,3367,982
2021-12-28,480.0,0.0,75.0,68.0,505.0,142227.0,2866,1076
2021-12-27,454.0,1.0,69.0,90.0,736.0,142227.0,2925,1281
2021-12-26,266.0,0.0,6.0,0.0,4.0,142227.0,2850,1325
2021-12-25,184.0,0.0,0.0,1.0,2.0,142227.0,2080,735
2021-12-24,295.0,0.0,16.0,24.0,158.0,142227.0,2953,1325
2021-12-23,333.0,0.0,91.0,119.0,734.0,142227.0,3168,1440
2021-12-22,333.0,0.0,92.0,131.0,1055.0,142227.0,2933,1014
2021-12-21,281.0,0.0,73.0,122.0,1065.0,142227.0,2545,1019
2021-12-20,228.0,0.0,78.0,85.0,1109.0,142227.0,2956,1103
2021-12-19,126.0,0.0,96.0,98.0,1057.0,142227.0,2316,996
2021-12-18,126.0,0.0,98.0,115.0,1326.0,142227.0,2609,1049
2021-12-17,130.0,0.0,75.0,128.0,1962.0,142227.0,3170,1177
2021-12-16,153.0,0.0,68.0,92.0,1173.0,142227.0,3019,1259
2021-12-15,131.0,0.0,63.0,103.0,936.0,142227.0,2894,1240
2021-12-14,133.0,0.0,41.0,56.0,889.0,142227.0,2450,1181
2021-12-13,126.0,2.0,44.0,77.0,1004.0,142227.0,2757,1020
2021-12-12,62.0,0.0,53.0,73.0,754.0,142227.0,2043,892
2021-12-11,74.0,0.0,58.0,98.0,608.0,142227.0,1788,1037
2021-12-10,88.0,0.0,70.0,148.0,1185.0,142227.0,2442,1400
2021-12-09,99.0,0.0,41.0,63.0,527.0,142227.0,2243,1100
2021-12-08,94.0,0.0,30.0,41.0,505.0,142227.0,2315,1183
2021-12-07,112.0,1.0,37.0,53.0,351.0,142227.0,2170,1029
2021-12-06,127.0,0.0,44.0,64.0,490.0,142227.0,2559,1110
2021-12-05,56.0,1.0,50.0,42.0,423.0,142227.0,1946,911
2021-12-04,52.0,0.0,69.0,73.0,490.0,142227.0,1446,871
2021-12-03,84.0,0.0,105.0,110.0,1044.0,142227.0,2109,1174
2021-12-02,98.0,0.0,207.0,56.0,470.0,142227.0,2412,1386
2021-12-01,98.0,1.0,106.0,98.0,672.0,142227.0,1992,1011
2021-11-30,79.0,0.0,180.0,71.0,467.0,142227.0,2022,1108
2021-11-29,88.0,0.0,44.0,71.0,548.0,142227.0,2159,815
2021-11-28,72.0,0.0,35.0,87.0,420.0,142227.0,1752,742
2021-11-27,50.0,2.0,56.0,87.0,492.0,142227.0,1424,910
2021-11-26,60.0,1.0,161.0,66.0,1050.0,142227.0,1938,1085
2021-11-25,62.0,0.0,58.0,68.0,585.0,142227.0,1937,994
2021-11-24,86.0,0.0,37.0,47.0,451.0,142227.0,2310,1329
2021-11-23,87.0,1.0,38.0,53.0,593.0,142227.0,1831,919
2021-11-22,78.0,0.0,32.0,50.0,591.0,142227.0,2100,837
2021-11-21,45.0,0.0,28.0,44.0,267.0,142227.0,1536,659
2021-11-20,49.0,1.0,41.0,97.0,417.0,142227.0,1442,943
2021-11-19,73.0,0.0,61.0,96.0,932.0,142227.0,1788,937
2021-11-18,98.0,2.0,37.0,65.0,489.0,142227.0,2000,998
2021-11-17,80.0,1.0,39.0,57.0,468.0,142227.0,1786,911
2021-11-16,80.0,0.0,48.0,50.0,605.0,142227.0,1951,1096
2021-11-15,98.0,1.0,270.0,57.0,716.0,142227.0,2193,905
2021-11-14,51.0,1.0,49.0,48.0,250.0,142227.0,1521,694
2021-11-13,56.0,1.0,60.0,66.0,573.0,142227.0,1363,877
2021-11-12,76.0,1.0,74.0,84.0,1167.0,142227.0,1602,790
2021-11-11,69.0,0.0,54.0,68.0,338.0,142227.0,2005,1108
2021-11-10,66.0,0.0,57.0,67.0,575.0,142227.0,2014,1093
2021-11-09,74.0,0.0,37.0,67.0,640.0,142227.0,1892,1062
2021-11-08,85.0,0.0,140.0,50.0,821.0,142227.0,2175,873
2021-11-07,73.0,0.0,51.0,45.0,172.0,142227.0,1485,648
2021-11-06,43.0,0.0,71.0,77.0,640.0,142227.0,1136,713
2021-11-05,50.0,0.0,394.0,105.0,856.0,142227.0,2141,1301
2021-11-04,54.0,1.0,31.0,50.0,325.0,142227.0,1705,759
2021-11-03,72.0,1.0,79.0,70.0,538.0,142227.0,1894,1008
2021-11-02,71.0,0.0,52.0,46.0,496.0,142227.0,2001,1144
2021-11-01,110.0,0.0,47.0,78.0,634.0,142227.0,2203,885
2021-10-31,50.0,1.0,105.0,49.0,162.0,142227.0,1851,816
2021-10-30,77.0,1.0,120.0,57.0,428.0,142227.0,1263,688
2021-10-29,77.0,0.0,106.0,77.0,752.0,142227.0,1725,933
2021-10-28,81.0,0.0,93.0,55.0,285.0,142227.0,1988,1048
2021-10-27,62.0,0.0,162.0,69.0,508.0,142227.0,1653,889
2021-10-26,53.0,0.0,98.0,39.0,463.0,142227.0,1699,979
2021-10-25,88.0,0.0,59.0,38.0,588.0,142227.0,2169,1064
2021-10-24,44.0,0.0,41.0,42.0,172.0,142227.0,1373,706
2021-10-23,65.0,1.0,42.0,97.0,588.0,142227.0,1338,887
2021-10-22,79.0,0.0,421.0,101.0,1026.0,142227.0,1863,938
2021-10-21,77.0,1.0,38.0,71.0,438.0,142227.0,2101,1108
2021-10-20,86.0,1.0,45.0,53.0,555.0,142227.0,2142,1169
2021-10-19,73.0,0.0,230.0,53.0,381.0,142227.0,1971,1094
2021-10-18,94.0,0.0,56.0,72.0,422.0,142227.0,2360,1025
2021-10-17,71.0,1.0,31.0,57.0,55.0,142227.0,1767,807
2021-10-16,57.0,0.0,55.0,95.0,172.0,142227.0,1456,909
2021-10-15,52.0,0.0,403.0,118.0,627.0,142227.0,1877,1054
2021-10-14,56.0,0.0,93.0,51.0,217.0,142227.0,2180,1097
2021-10-13,66.0,0.0,51.0,56.0,411.0,142227.0,2312,1358
2021-10-12,81.0,0.0,367.0,65.0,530.0,142227.0,2025,1174
2021-10-11,98.0,0.0,219.0,80.0,453.0,142227.0,2440,1122
2021-10-10,49.0,0.0,36.0,61.0,102.0,142227.0,1698,742
2021-10-09,60.0,0.0,59.0,109.0,291.0,142227.0,1579,1046
2021-10-08,46.0,0.0,134.0,96.0,581.0,142227.0,2014,1257
2021-10-07,65.0,0.0,57.0,57.0,344.0,142227.0,1857,919
2021-10-06,49.0,0.0,40.0,58.0,339.0,142227.0,2043,1141
2021-10-05,71.0,0.0,93.0,50.0,340.0,142227.0,1885,1075
2021-10-04,80.0,0.0,53.0,79.0,444.0,142227.0,2161,868
2021-10-03,55.0,0.0,38.0,38.0,132.0,142227.0,1842,868
2021-10-02,44.0,0.0,44.0,116.0,347.0,142227.0,1372,791
2021-10-01,57.0,0.0,90.0,129.0,575.0,142227.0,2282,1336
2021-09-30,65.0,0.0,53.0,78.0,304.0,142227.0,2131,1012
2021-09-29,57.0,0.0,53.0,66.0,428.0,142227.0,2015,990
2021-09-28,53.0,0.0,48.0,82.0,399.0,142227.0,1943,1105
2021-09-27,58.0,0.0,43.0,104.0,382.0,142227.0,2248,936
2021-09-26,38.0,0.0,43.0,58.0,137.0,142227.0,1845,846
2021-09-25,34.0,1.0,58.0,117.0,192.0,142227.0,1675,1025
2021-09-24,48.0,0.0,72.0,137.0,388.0,142227.0,2214,1156
2021-09-23,55.0,1.0,52.0,63.0,8.0,142227.0,2139,1018
2021-09-22,45.0,0.0,49.0,88.0,7.0,142227.0,2095,1086
2021-09-21,69.0,0.0,37.0,74.0,4.0,142227.0,2455,1557
2021-09-20,84.0,2.0,67.0,165.0,1.0,142227.0,2367,818
2021-09-19,35.0,0.0,45.0,66.0,0.0,142227.0,1846,834
2021-09-18,44.0,0.0,53.0,181.0,0.0,142227.0,1384,899
2021-09-17,43.0,1.0,56.0,120.0,0.0,142227.0,1948,1080
2021-09-16,52.0,0.0,76.0,131.0,1.0,142227.0,2205,1097
2021-09-15,58.0,1.0,59.0,86.0,0.0,142227.0,1983,936
2021-09-14,58.0,0.0,45.0,85.0,0.0,142227.0,1872,933
2021-09-13,62.0,1.0,65.0,118.0,0.0,142227.0,2417,1015
2021-09-12,47.0,0.0,42.0,83.0,0.0,142227.0,2027,909
2021-09-11,35.0,1.0,65.0,187.0,0.0,142227.0,1618,928
2021-09-10,35.0,0.0,137.0,268.0,0.0,142227.0,2461,1143
2021-09-09,66.0,0.0,96.0,119.0,0.0,142227.0,2203,802
2021-09-08,77.0,0.0,51.0,95.0,0.0,142227.0,2771,1078
2021-09-07,75.0,0.0,50.0,106.0,0.0,142227.0,2669,850
2021-09-06,102.0,0.0,71.0,206.0,1.0,142227.0,3743,1008
2021-09-05,63.0,0.0,52.0,167.0,0.0,142227.0,1850,782
2021-09-04,59.0,1.0,76.0,189.0,0.0,142227.0,1246,734
2021-09-03,56.0,0.0,113.0,289.0,0.0,142227.0,2730,964
2021-09-02,72.0,1.0,102.0,158.0,0.0,142227.0,2242,881
2021-09-01,73.0,0.0,131.0,264.0,0.0,142227.0,2400,1112
2021-08-31,53.0,0.0,96.0,226.0,0.0,142227.0,2285,814
2021-08-30,55.0,0.0,59.0,125.0,0.0,142227.0,1709,858
2021-08-29,34.0,0.0,60.0,97.0,0.0,142227.0,1284,590
2021-08-28,47.0,0.0,91.0,214.0,0.0,142227.0,1212,694
2021-08-27,51.0,0.0,134.0,247.0,0.0,142227.0,1997,953
2021-08-26,50.0,0.0,102.0,102.0,0.0,142227.0,2000,1054
2021-08-25,54.0,0.0,113.0,153.0,0.0,142227.0,1780,771
2021-08-24,77.0,0.0,132.0,164.0,1.0,142227.0,1573,753
